"Airport ID",Name,City,Country,IATA,ICAO,Latitude,Longitude,Altitude,Timezone,DST,"Tz database time zone",Type,Source
3331,"Weipa Airport","Weipa","Australia","WEI","YBWP",-12.6786003113,141.925003052,63,10,"O","Australia/Brisbane","airport","OurAirports"
3332,"Avalon Airport","Avalon","Australia","AVV","YMAV",-38.0393981934,144.468994141,35,10,"O","Australia/Hobart","airport","OurAirports"
3333,"Albury Airport","Albury","Australia","ABX","YMAY",-36.06779861450195,146.95799255371094,539,10,"O","Australia/Sydney","airport","OurAirports"
3334,"Melbourne Essendon Airport","Melbourne","Australia","MEB","YMEN",-37.72809982299805,144.90199279785156,282,10,"O","Australia/Hobart","airport","OurAirports"
3335,"RAAF Base East Sale","East Sale","Australia",\N,"YMES",-38.098899841299996,147.149002075,23,10,"O","Australia/Hobart","airport","OurAirports"
3336,"Hobart International Airport","Hobart","Australia","HBA","YMHB",-42.836101532,147.509994507,13,10,"O","Australia/Melbourne","airport","OurAirports"
3337,"Launceston Airport","Launceston","Australia","LST","YMLT",-41.54529953,147.214004517,562,10,"O","Australia/Melbourne","airport","OurAirports"
3338,"Melbourne Moorabbin Airport","Melbourne","Australia","MBW","YMMB",-37.975799560546875,145.1020050048828,50,10,"O","Australia/Hobart","airport","OurAirports"
3339,"Melbourne International Airport","Melbourne","Australia","MEL","YMML",-37.673301696777344,144.84300231933594,434,10,"O","Australia/Hobart","airport","OurAirports"
3340,"RAAF Williams, Point Cook Base","Point Cook","Australia",\N,"YMPC",-37.93220138549805,144.7530059814453,14,10,"O","Australia/Hobart","airport","OurAirports"
3341,"Adelaide International Airport","Adelaide","Australia","ADL","YPAD",-34.94499969482422,138.531005859375,20,9.5,"O","Australia/Adelaide","airport","OurAirports"
3343,"RAAF Base Edinburgh","Edinburgh","Australia",\N,"YPED",-34.70249938964844,138.62100219726562,67,9.5,"O","Australia/Adelaide","airport","OurAirports"
3344,"Perth Jandakot Airport","Perth","Australia","JAD","YPJT",-32.09749984741211,115.88099670410156,99,8,"O","Australia/Perth","airport","OurAirports"
3345,"Karratha Airport","Karratha","Australia","KTA","YPKA",-20.712200164799995,116.773002625,29,8,"O","Australia/Perth","airport","OurAirports"
3346,"Kalgoorlie Boulder Airport","Kalgoorlie","Australia","KGI","YPKG",-30.789400100699996,121.461997986,1203,8,"O","Australia/Perth","airport","OurAirports"
3347,"Kununurra Airport","Kununurra","Australia","KNX","YPKU",-15.7781000137,128.707992554,145,8,"O","Australia/Perth","airport","OurAirports"
3348,"Learmonth Airport","Learmonth","Australia","LEA","YPLM",-22.235599517799997,114.088996887,19,8,"O","Australia/Perth","airport","OurAirports"
3349,"Port Hedland International Airport","Port Hedland","Australia","PHE","YPPD",-20.3777999878,118.625999451,33,8,"O","Australia/Perth","airport","OurAirports"
3350,"Adelaide Parafield Airport","Adelaide","Australia",\N,"YPPF",-34.793300628699996,138.632995605,57,9.5,"O","Australia/Adelaide","airport","OurAirports"
3351,"Perth International Airport","Perth","Australia","PER","YPPH",-31.94029998779297,115.96700286865234,67,8,"N","Australia/Perth","airport","OurAirports"
3352,"Woomera Airfield","Woomera","Australia","UMR","YPWR",-31.14419937133789,136.81700134277344,548,9.5,"O","Australia/Adelaide","airport","OurAirports"
3354,"Sydney Bankstown Airport","Sydney","Australia","BWU","YSBK",-33.924400329589844,150.98800659179688,29,10,"O","Australia/Sydney","airport","OurAirports"
3355,"Canberra International Airport","Canberra","Australia","CBR","YSCB",-35.30690002441406,149.19500732421875,1886,10,"O","Australia/Sydney","airport","OurAirports"
3356,"Coffs Harbour Airport","Coff's Harbour","Australia","CFS","YSCH",-30.3206005096,153.115997314,18,10,"O","Australia/Sydney","airport","OurAirports"
3357,"Camden Airport","Camden","Australia","CDU","YSCN",-34.04029846191406,150.68699645996094,230,10,"O","Australia/Sydney","airport","OurAirports"
3358,"Dubbo City Regional Airport","Dubbo","Australia","DBO","YSDU",-32.2167015076,148.574996948,935,10,"O","Australia/Sydney","airport","OurAirports"
3360,"RAAF Base Richmond","Richmond","Australia",\N,"YSRI",-33.600601,150.781006,67,10,"O","Australia/Sydney","airport","OurAirports"
3361,"Sydney Kingsford Smith International Airport","Sydney","Australia","SYD","YSSY",-33.94609832763672,151.177001953125,21,10,"O","Australia/Sydney","airport","OurAirports"
3362,"Tamworth Airport","Tamworth","Australia","TMW","YSTW",-31.0839004517,150.847000122,1334,10,"O","Australia/Sydney","airport","OurAirports"
3363,"Wagga Wagga City Airport","Wagga Wagga","Australia","WGA","YSWG",-35.1652984619,147.466003418,724,10,"O","Australia/Sydney","airport","OurAirports"
3990,"Emerald Airport","Emerald","Australia","EMD","YEML",-23.5674991608,148.179000854,624,10,"O","Australia/Brisbane","airport","OurAirports"
3999,"Darwin International Airport","Darwin","Australia","DRW","YPDN",-12.41469955444336,130.8769989013672,103,9.5,"N","Australia/Darwin","airport","OurAirports"
4010,"Ayers Rock Connellan Airport","Uluru","Australia","AYQ","YAYE",-25.1861,130.975998,1626,9.5,"N","Australia/Darwin","airport","OurAirports"
4051,"Kingscote Airport","Kingscote","Australia","KGC","YKSC",-35.71390151977539,137.52099609375,24,9.5,"O","Australia/Adelaide","airport","OurAirports"
4052,"Hervey Bay Airport","Hervey Bay","Australia","HVB","YHBA",-25.3188991547,152.880004883,60,10,"O","Australia/Brisbane","airport","OurAirports"
4062,"Armidale Airport","Armidale","Australia","ARM","YARM",-30.528099060099997,151.617004395,3556,10,"O","Australia/Sydney","airport","OurAirports"
4217,"Blackall Airport","Blackall","Australia","BKQ","YBCK",-24.427799224900003,145.429000854,928,10,"O","Australia/Brisbane","airport","OurAirports"
4218,"Bundaberg Airport","Bundaberg","Australia","BDB","YBUD",-24.903900146499996,152.319000244,107,10,"O","Australia/Brisbane","airport","OurAirports"
4221,"Hayman Island Heliport","Hayman Island","Australia","HIS","YHYN",-20.0599,148.8834,8,10,"O","Australia/Brisbane","airport","OurAirports"
4289,"Thangool Airport","Biloela","Australia","THG","YTNG",-24.493900299072266,150.5760040283203,644,10,"O","Australia/Brisbane","airport","OurAirports"
4291,"Ballina Byron Gateway Airport","Ballina Byron Bay","Australia","BNK","YBNA",-28.8339004517,153.56199646,7,10,"O","Australia/Sydney","airport","OurAirports"
4319,"Broome International Airport","Broome","Australia","BME","YBRM",-17.944700241088867,122.23200225830078,56,8,"O","Australia/Perth","airport","OurAirports"
4320,"Newcastle Airport","Newcastle","Australia","NTL","YWLM",-32.79499816894531,151.83399963378906,31,10,"O","Australia/Sydney","airport","OurAirports"
6235,"Albany Airport","Albany","Australia","ALH","YABA",-34.94329833984375,117.80899810791016,233,8,"O","Australia/Perth","airport","OurAirports"
6236,"Argyle Airport","Argyle","Australia","GYL","YARG",-16.6369,128.451004,522,8,"O","Australia/Perth","airport","OurAirports"
6237,"Aurukun Airport","Aurukun","Australia","AUU","YAUR",-13.354067,141.72065,31,10,"O","Australia/Brisbane","airport","OurAirports"
6238,"Barcaldine Airport","Barcaldine","Australia","BCI","YBAR",-23.5652999878,145.307006836,878,10,"O","Australia/Brisbane","airport","OurAirports"
6239,"Badu Island Airport","Badu Island","Australia","BDD","YBAU",-10.149999618499999,142.1734,14,10,"O","Australia/Brisbane","airport","OurAirports"
6240,"Birdsville Airport","Birdsville","Australia","BVI","YBDV",-25.897499084472656,139.34800720214844,159,10,"O","Australia/Brisbane","airport","OurAirports"
6241,"Broken Hill Airport","Broken Hill","Australia","BHQ","YBHI",-32.0013999939,141.472000122,958,9.5,"O","Australia/Adelaide","airport","OurAirports"
6242,"Hamilton Island Airport","Hamilton Island","Australia","HTI","YBHM",-20.3581008911,148.95199585,15,10,"O","Australia/Brisbane","airport","OurAirports"
6243,"Bedourie Airport","Bedourie","Australia","BEU","YBIE",-24.346099853515625,139.4600067138672,300,10,"O","Australia/Brisbane","airport","OurAirports"
6244,"Bourke Airport","Bourke","Australia","BRK","YBKE",-30.039199829101562,145.95199584960938,352,10,"O","Australia/Sydney","airport","OurAirports"
6245,"Burketown Airport","Burketown","Australia","BUC","YBKT",-17.748600006103516,139.53399658203125,21,10,"O","Australia/Brisbane","airport","OurAirports"
6246,"Boigu Airport","Boigu","Australia","GIC","YBOI",-9.23278045654,142.218002319,23,10,"O","Australia/Brisbane","airport","OurAirports"
6247,"Oakey Airport","Oakey","Australia","OKY","YBOK",-27.411399841308594,151.73500061035156,1335,10,"O","Australia/Brisbane","airport","OurAirports"
6248,"Boulia Airport","Boulia","Australia","BQL","YBOU",-22.913299560546875,139.89999389648438,542,10,"O","Australia/Brisbane","airport","OurAirports"
6249,"Bathurst Airport","Bathurst","Australia","BHS","YBTH",-33.4094009399,149.651992798,2435,10,"O","Australia/Sydney","airport","OurAirports"
6250,"Blackwater Airport","Blackwater","Australia","BLT","YBTR",-23.603099822998047,148.8070068359375,657,10,"O","Australia/Brisbane","airport","OurAirports"
6251,"Carnarvon Airport","Carnarvon","Australia","CVQ","YCAR",-24.880211,113.67174,13,8,"O","Australia/Perth","airport","OurAirports"
6252,"Cobar Airport","Cobar","Australia","CAZ","YCBA",-31.538299560546875,145.79400634765625,724,10,"O","Australia/Sydney","airport","OurAirports"
6253,"Coober Pedy Airport","Coober Pedy","Australia","CPD","YCBP",-29.040000915527344,134.7209930419922,740,9.5,"O","Australia/Adelaide","airport","OurAirports"
6254,"Coconut Island Airport","Coconut Island","Australia","CNC","YCCT",-10.050000190734863,143.07000732421875,3,10,"O","Australia/Brisbane","airport","OurAirports"
6255,"Cloncurry Airport","Cloncurry","Australia","CNJ","YCCY",-20.668600082399998,140.503997803,616,10,"O","Australia/Brisbane","airport","OurAirports"
6256,"Ceduna Airport","Ceduna","Australia","CED","YCDU",-32.13059997558594,133.7100067138672,77,9.5,"O","Australia/Adelaide","airport","OurAirports"
6257,"Cooktown Airport","Cooktown","Australia","CTN","YCKN",-15.444700241088867,145.1840057373047,26,10,"O","Australia/Brisbane","airport","OurAirports"
6258,"Cunnamulla Airport","Cunnamulla","Australia","CMA","YCMU",-28.030000686645508,145.6219940185547,630,10,"O","Australia/Brisbane","airport","OurAirports"
6259,"Coonamble Airport","Coonamble","Australia","CNB","YCNM",-30.983299255371094,148.37600708007812,604,10,"O","Australia/Sydney","airport","OurAirports"
6260,"Coen Airport","Coen","Australia","CUQ","YCOE",-13.761133,143.113311,532,10,"O","Australia/Brisbane","airport","OurAirports"
6261,"Cooma Snowy Mountains Airport","Cooma","Australia","OOM","YCOM",-36.3005981445,148.973999023,3088,10,"O","Australia/Sydney","airport","OurAirports"
6262,"Doomadgee Airport","Doomadgee","Australia","DMD","YDMG",-17.94029998779297,138.82200622558594,153,10,"O","Australia/Brisbane","airport","OurAirports"
6263,"Darnley Island Airport","Darnley Island","Australia","NLF","YDNI",-9.583330154418945,143.76699829101562,0,10,"O","Australia/Brisbane","airport","OurAirports"
6264,"Devonport Airport","Devonport","Australia","DPO","YDPO",-41.1697006226,146.429992676,33,10,"O","Australia/Melbourne","airport","OurAirports"
6265,"Elcho Island Airport","Elcho Island","Australia","ELC","YELD",-12.019399642899998,135.570999146,101,9.5,"O","Australia/Darwin","airport","OurAirports"
6266,"Esperance Airport","Esperance","Australia","EPR","YESP",-33.684399,121.822998,470,8,"O","Australia/Perth","airport","OurAirports"
6267,"Flinders Island Airport","Flinders Island","Australia","FLS","YFLI",-40.0917015076,147.992996216,10,10,"O","Australia/Melbourne","airport","OurAirports"
6268,"Geraldton Airport","Geraldton","Australia","GET","YGEL",-28.796101,114.707001,121,8,"O","Australia/Perth","airport","OurAirports"
6269,"Gladstone Airport","Gladstone","Australia","GLT","YGLA",-23.869699,151.223007,64,10,"O","Australia/Brisbane","airport","OurAirports"
6270,"Groote Eylandt Airport","Groote Eylandt","Australia","GTE","YGTE",-13.975000381500001,136.460006714,53,9.5,"O","Australia/Darwin","airport","OurAirports"
6271,"Griffith Airport","Griffith","Australia","GFF","YGTH",-34.2508010864,146.067001343,439,10,"O","Australia/Sydney","airport","OurAirports"
6272,"Horn Island Airport","Horn Island","Australia","HID","YHID",-10.586400032,142.289993286,43,10,"O","Australia/Brisbane","airport","OurAirports"
6273,"Hooker Creek Airport","Hooker Creek","Australia","HOK","YHOO",-18.3367004395,130.638000488,320,9.5,"O","Australia/Darwin","airport","OurAirports"
6274,"Mount Hotham Airport","Mount Hotham","Australia","MHU","YHOT",-37.0475006104,147.333999634,4260,10,"O","Australia/Hobart","airport","OurAirports"
6275,"Hughenden Airport","Hughenden","Australia","HGD","YHUG",-20.815000534057617,144.22500610351562,1043,10,"O","Australia/Brisbane","airport","OurAirports"
6276,"Julia Creek Airport","Julia Creek","Australia","JCK","YJLC",-20.66830062866211,141.72300720214844,404,10,"O","Australia/Brisbane","airport","OurAirports"
6277,"Kalbarri Airport","Kalbarri","Australia","KAX","YKBR",-27.692813,114.259169,157,8,"O","Australia/Perth","airport","OurAirports"
6278,"King Island Airport","King Island","Australia","KNS","YKII",-39.877498626708984,143.8780059814453,132,10,"O","Australia/Melbourne","airport","OurAirports"
6279,"Kalkgurung Airport","Kalkgurung","Australia","KFG","YKKG",-17.431900024414062,130.80799865722656,646,9.5,"O","Australia/Darwin","airport","OurAirports"
6280,"Karumba Airport","Karumba","Australia","KRB","YKMB",-17.45669937133789,140.8300018310547,5,10,"O","Australia/Brisbane","airport","OurAirports"
6281,"Kowanyama Airport","Kowanyama","Australia","KWM","YKOW",-15.485600471496582,141.75100708007812,35,10,"O","Australia/Brisbane","airport","OurAirports"
6282,"Kubin Airport","Kubin","Australia","KUG","YKUB",-10.225000381500001,142.218002319,15,10,"O","Australia/Brisbane","airport","OurAirports"
6283,"Leonora Airport","Leonora","Australia","LNO","YLEO",-28.87809944152832,121.31500244140625,1217,8,"O","Australia/Perth","airport","OurAirports"
6284,"Lake Evella Airport","Lake Evella","Australia","LEL","YLEV",-12.498900413513184,135.80599975585938,256,9.5,"O","Australia/Darwin","airport","OurAirports"
6285,"Lord Howe Island Airport","Lord Howe Island","Australia","LDH","YLHI",-31.5382995605,159.07699585,5,10.5,"O","Australia/Lord_Howe","airport","OurAirports"
6286,"Lockhart River Airport","Lockhart River","Australia","IRG","YLHR",-12.7869,143.304993,77,10,"O","Australia/Brisbane","airport","OurAirports"
6287,"Lismore Airport","Lismore","Australia","LSY","YLIS",-28.8302993774,153.259994507,35,10,"O","Australia/Sydney","airport","OurAirports"
6288,"Lightning Ridge Airport","Lightning Ridge","Australia","LHG","YLRD",-29.45669937133789,147.98399353027344,540,10,"O","Australia/Sydney","airport","OurAirports"
6289,"Longreach Airport","Longreach","Australia","LRE","YLRE",-23.4342002869,144.279998779,627,10,"O","Australia/Brisbane","airport","OurAirports"
6290,"Leinster Airport","Leinster","Australia","LER","YLST",-27.843299865722656,120.7030029296875,1631,8,"O","Australia/Perth","airport","OurAirports"
6291,"Laverton Airport","Laverton","Australia","LVO","YLTN",-28.61359977722168,122.42400360107422,1530,8,"O","Australia/Perth","airport","OurAirports"
6292,"Mabuiag Island Airport","Mabuiag Island","Australia","UBB","YMAA",-9.949999809265137,142.18299865722656,0,10,"O","Australia/Brisbane","airport","OurAirports"
6293,"Meekatharra Airport","Meekatharra","Australia","MKR","YMEK",-26.6117000579834,118.5479965209961,1713,8,"O","Australia/Perth","airport","OurAirports"
6294,"Merimbula Airport","Merimbula","Australia","MIM","YMER",-36.9085998535,149.901000977,7,10,"O","Australia/Sydney","airport","OurAirports"
6295,"Milingimbi Airport","Milingimbi","Australia","MGT","YMGB",-12.0944004059,134.893997192,53,9.5,"O","Australia/Darwin","airport","OurAirports"
6296,"Maningrida Airport","Maningrida","Australia","MNG","YMGD",-12.0560998917,134.23399353,123,9.5,"O","Australia/Darwin","airport","OurAirports"
6297,"McArthur River Mine Airport","McArthur River Mine","Australia","MCV","YMHU",-16.4424991608,136.083999634,131,9.5,"O","Australia/Darwin","airport","OurAirports"
6298,"Mildura Airport","Mildura","Australia","MQL","YMIA",-34.229198455799995,142.085998535,167,10,"O","Australia/Hobart","airport","OurAirports"
6299,"Mount Magnet Airport","Mount Magnet","Australia","MMG","YMOG",-28.116100311279297,117.84200286865234,1354,8,"O","Australia/Perth","airport","OurAirports"
6300,"Moree Airport","Moree","Australia","MRZ","YMOR",-29.498899459799997,149.845001221,701,10,"O","Australia/Sydney","airport","OurAirports"
6301,"Moranbah Airport","Moranbah","Australia","MOV","YMRB",-22.057800293,148.07699585,770,10,"O","Australia/Brisbane","airport","OurAirports"
6302,"Moruya Airport","Moruya","Australia","MYA","YMRY",-35.8978004456,150.143997192,14,10,"O","Australia/Sydney","airport","OurAirports"
6303,"Mount Gambier Airport","Mount Gambier","Australia","MGB","YMTG",-37.745601654052734,140.78500366210938,212,9.5,"O","Australia/Adelaide","airport","OurAirports"
6304,"Mornington Island Airport","Mornington Island","Australia","ONG","YMTI",-16.662500381469727,139.17799377441406,33,10,"O","Australia/Brisbane","airport","OurAirports"
6305,"Murray Island Airport","Murray Island","Australia","MYI","YMUI",-9.91666984558,144.054992676,300,10,"O","Australia/Brisbane","airport","OurAirports"
6306,"Maryborough Airport","Maryborough","Australia","MBH","YMYB",-25.5132999420166,152.71499633789062,38,10,"O","Australia/Brisbane","airport","OurAirports"
6307,"Narrandera Airport","Narrandera","Australia","NRA","YNAR",-34.7022018433,146.511993408,474,10,"O","Australia/Sydney","airport","OurAirports"
6308,"Narrabri Airport","Narrabri","Australia","NAA","YNBR",-30.3192005157,149.82699585,788,10,"O","Australia/Sydney","airport","OurAirports"
6309,"Normanton Airport","Normanton","Australia","NTN","YNTN",-17.68409,141.069664,73,10,"O","Australia/Brisbane","airport","OurAirports"
6310,"Newman Airport","Newman","Australia","ZNE","YNWN",-23.417800903299998,119.803001404,1724,8,"O","Australia/Perth","airport","OurAirports"
6311,"Olympic Dam Airport","Olympic Dam","Australia","OLP","YOLD",-30.485000610399997,136.876998901,343,9.5,"O","Australia/Adelaide","airport","OurAirports"
6312,"Port Augusta Airport","Argyle","Australia","PUG","YPAG",-32.506900787353516,137.7169952392578,56,9.5,"O","Australia/Adelaide","airport","OurAirports"
6313,"Palm Island Airport","Palm Island","Australia","PMK","YPAM",-18.755300521850586,146.58099365234375,28,10,"O","Australia/Brisbane","airport","OurAirports"
6314,"Paraburdoo Airport","Paraburdoo","Australia","PBO","YPBO",-23.1711006165,117.745002747,1406,8,"O","Australia/Perth","airport","OurAirports"
6316,"Gove Airport","Gove","Australia","GOV","YPGV",-12.269399642899998,136.817993164,192,9.5,"O","Australia/Darwin","airport","OurAirports"
6317,"Parkes Airport","Parkes","Australia","PKE","YPKS",-33.131401062,148.238998413,1069,10,"O","Australia/Sydney","airport","OurAirports"
6318,"Port Lincoln Airport","Port Lincoln","Australia","PLO","YPLC",-34.6053009033,135.880004883,36,9.5,"O","Australia/Adelaide","airport","OurAirports"
6319,"Pormpuraaw Airport","Pormpuraaw","Australia","EDR","YPMP",-14.896451,141.60908,10,10,"O","Australia/Brisbane","airport","OurAirports"
6320,"Port Macquarie Airport","Port Macquarie","Australia","PQQ","YPMQ",-31.4358005524,152.863006592,12,10,"O","Australia/Sydney","airport","OurAirports"
6321,"Portland Airport","Portland","Australia","PTJ","YPOD",-38.31809997558594,141.4709930419922,265,10,"O","Australia/Hobart","airport","OurAirports"
6322,"Quilpie Airport","Quilpie","Australia","ULP","YQLP",-26.612199783325195,144.2530059814453,655,10,"O","Australia/Brisbane","airport","OurAirports"
6323,"Ramingining Airport","Ramingining","Australia","RAM","YRNG",-12.356399536132812,134.8979949951172,206,9.5,"O","Australia/Darwin","airport","OurAirports"
6324,"Roma Airport","Roma","Australia","RMA","YROM",-26.545000076300003,148.774993896,1032,10,"O","Australia/Brisbane","airport","OurAirports"
6325,"St George Airport","St George","Australia","SGO","YSGE",-28.049699783325195,148.59500122070312,656,10,"O","Australia/Brisbane","airport","OurAirports"
6326,"Shark Bay Airport","Shark Bay","Australia","MJK","YSHK",-25.8938999176,113.577003479,111,8,"O","Australia/Perth","airport","OurAirports"
6327,"Saibai Island Airport","Saibai Island","Australia","SBR","YSII",-9.378330230710002,142.625,15,10,"O","Australia/Brisbane","airport","OurAirports"
6328,"Strahan Airport","Strahan","Australia","SRN","YSRN",-42.154998779296875,145.29200744628906,20,10,"O","Australia/Melbourne","airport","OurAirports"
6329,"Thargomindah Airport","Thargomindah","Australia","XTG","YTGM",-27.986400604248047,143.81100463867188,433,10,"O","Australia/Brisbane","airport","OurAirports"
6330,"Tennant Creek Airport","Tennant Creek","Australia","TCA","YTNK",-19.6343994140625,134.18299865722656,1236,9.5,"O","Australia/Darwin","airport","OurAirports"
6331,"Victoria River Downs Airport","Victoria River Downs","Australia","VCD","YVRD",-16.402124404907227,131.00497436523438,89,9.5,"O","Australia/Darwin","airport","OurAirports"
6332,"Warraber Island Airport","Sue Islet","Australia","SYU","YWBS",-10.20829963684082,142.8249969482422,3,10,"O","Australia/Brisbane","airport","OurAirports"
6333,"Windorah Airport","Windorah","Australia","WNR","YWDH",-25.41309928894043,142.66700744628906,452,10,"O","Australia/Brisbane","airport","OurAirports"
6334,"Whyalla Airport","Whyalla","Australia","WYA","YWHA",-33.05889892578125,137.51400756835938,41,9.5,"O","Australia/Adelaide","airport","OurAirports"
6335,"Wiluna Airport","Wiluna","Australia","WUN","YWLU",-26.629199981689453,120.22100067138672,1649,8,"O","Australia/Perth","airport","OurAirports"
6336,"Wollongong Airport","Wollongong","Australia","WOL","YWOL",-34.561100006103516,150.78900146484375,31,10,"O","Australia/Sydney","airport","OurAirports"
6337,"Winton Airport","Winton","Australia","WIN","YWTN",-22.36359977722168,143.08599853515625,638,10,"O","Australia/Brisbane","airport","OurAirports"
6338,"Wynyard Airport","Burnie","Australia","BWT","YWYY",-40.9989013671875,145.7310028076172,62,10,"O","Australia/Melbourne","airport","OurAirports"
6339,"Yorke Island Airport","Yorke Island","Australia","OKR","YYKI",-9.752801,143.405673,10,10,"O","Australia/Brisbane","airport","OurAirports"
6340,"Yam Island Airport","Yam Island","Australia","XMY","YYMI",-9.90110969543457,142.7760009765625,0,10,"O","Australia/Brisbane","airport","OurAirports"
6419,"Mount Keith Airport","Mount Keith","Australia","WME","YMNE",-27.286399841308594,120.55500030517578,1792,8,"O","Australia/Perth","airport","OurAirports"
6792,"Grafton Airport","Grafton","Australia","GFN","YGFN",-29.7593994140625,153.02999877929688,110,10,"U","Australia/Sydney","airport","OurAirports"
6793,"Orange Airport","Orange","Australia","OAG","YORG",-33.3816986084,149.132995605,3115,10,"U","Australia/Sydney","airport","OurAirports"
6794,"Taree Airport","Taree","Australia","TRO","YTRE",-31.8885993958,152.514007568,38,10,"U","Australia/Sydney","airport","OurAirports"
6805,"Goulburn Airport","Goulburn","Australia","GUL","YGLB",-34.810298919677734,149.7259979248047,2141,10,"O","Australia/Sydney","airport","OurAirports"
6806,"Cessnock Airport","Cessnock","Australia","CES","YCNK",-32.787498,151.341995,211,10,"O","Australia/Sydney","airport","OurAirports"
6807,"Scone Airport","Scone","Australia","NSO","YSCO",-32.037200927734375,150.83200073242188,745,10,"O","Australia/Sydney","airport","OurAirports"
6808,"Mudgee Airport","Mudgee","Australia","DGE","YMDG",-32.5625,149.610992432,1545,10,"O","Australia/Sydney","airport","OurAirports"
6809,"Maitland Airport","Maitland","Australia","MTL","YMND",-32.703300476100004,151.488006592,85,10,"O","Australia/Sydney","airport","OurAirports"
6829,"Oceanside Municipal Airport","Fraser Island","Australia","OKB","KOKB",33.217300415039,-117.35399627686,28,-8,"O","America/Los_Angeles","airport","OurAirports"
6860,"Bungle Bungle Airport","Bungle Bungle","Australia",\N,"YBUU",-17.545299530029297,128.3070068359375,0,8,"U","Australia/Perth","airport","OurAirports"
6870,"Whitsunday Island Airport","Airlie Beach","Australia","WSY","YWHI",-20.27611,148.755,40,10,"O","Australia/Brisbane","airport","OurAirports"
6896,"RAAF Base Amberley","Amberley","Australia",\N,"YAMB",-27.6406,152.712006,91,10,"O","Australia/Brisbane","airport","OurAirports"
6897,"Tindal Airport","Katherine","Australia","KTR","YPTN",-14.521100044250488,132.3780059814453,443,9.5,"O","Australia/Darwin","airport","OurAirports"
6898,"RAAF Williams, Laverton Base","Laverton","Australia",\N,"YLVT",-37.86360168457031,144.74600219726562,18,10,"O","Australia/Hobart","airport","OurAirports"
6899,"Nowra Airport","Nowra","Australia","NOA","YSNW",-34.94889831542969,150.53700256347656,400,10,"O","Australia/Sydney","airport","OurAirports"
6914,"RAAF Base Pearce","Perth","Australia",\N,"YPEA",-31.667800903320312,116.01499938964844,149,8,"O","Australia/Perth","airport","OurAirports"
6915,"Bendigo Airport","Bendigo","Australia",\N,"YBDG",-36.7393989563,144.330001831,705,10,"U","Australia/Hobart","airport","OurAirports"
7128,"Toowoomba Airport","Toowoomba","Australia","TWB","YTWB",-27.542800903320312,151.91600036621094,2086,10,"N","Australia/Brisbane","airport","OurAirports"
7129,"Ballera Airport","Ballera","Australia",\N,"YLLE",-27.405633,141.809458,385,10,"N","Australia/Brisbane","airport","OurAirports"
7130,"Gatton Campus Airport","Gatton","Australia",\N,"YGAT",-27.5604060653,152.340459824,0,10,"N","Australia/Brisbane","airport","OurAirports"
7566,"Barrow Island Airport","Barrow Island","Australia","BWB","YBWX",-20.86440086364746,115.40599822998047,26,8,"U","Australia/Perth","airport","OurAirports"
7569,"Derby Airport","Derby","Australia","DRB","YDBY",-17.3700008392334,123.66100311279297,24,8,"U","Australia/Perth","airport","OurAirports"
7570,"Walgett Airport","Walgett","Australia","WGE","YWLG",-30.032800674438477,148.12600708007812,439,10,"U","Australia/Sydney","airport","OurAirports"
